name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_unit,torque_rpm,cars_age
Honda,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,3
Hyundai,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,111.8,4000.0,13
Maruti,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,190.0,2000.0,8
Maruti,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,200.0,1750.0,6
Hyundai,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,115.64000000000001,3200.0,14
Hyundai,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,111.72000000000001,4000.0,10
Tata,75000,110000,Diesel,Individual,Manual,Second Owner,,,,,,,17
Maruti,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,113.0,4200.0,7
Tata,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,135.4,2500.0,9
Hyundai,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,219.7,1500.0,5
Maruti,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,190.0,2000.0,5
Tata,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,400.0,1750.0,5
Mahindra,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,300.0,1750.0,3
Hyundai,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,259.9,1900.0,9
Maruti,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,190.0,2000.0,10
Maruti,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,190.0,2000.0,10
Honda,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,200.0,1750.0,7
Maruti,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,190.0,2000.0,10
Hyundai,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,190.25,1750.0,5
Toyota,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,343.0,1400.0,11
Tata,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,140.0,1800.0,6
Nissan,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,134.0,4000.0,9
Hyundai,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,117.0,4000.0,3
Maruti,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,115.0,4000.0,7
Toyota,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,199.92,1400.0,11
Mahindra,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,247.0,1800.0,5
Maruti,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,190.0,2000.0,10
Maruti,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,113.0,4200.0,8
Datsun,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,104.0,4000.0,3
Hyundai,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,219.7,1500.0,7
Mahindra,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,290.0,1800.0,11
Tata,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,223.0,1600.0,7
Tata,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,140.0,1800.0,5
Tata,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,140.0,1500.0,7
Hyundai,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,122.50000000000001,3500.0,14
Honda,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,109.0,4500.0,8
Hyundai,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,114.0,4000.0,7
Tata,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,200.0,1750.0,10
Maruti,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62.0,3000.0,17
Tata,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,320.0,1700.0,11
Mahindra,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,180.0,1440.0,13
Mahindra,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,180.0,1440.0,15
Mercedes-Benz,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,400.0,1400.0,4
Maruti,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,59.0,2500.0,6
Hyundai,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114.0,4000.0,5
Hyundai,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114.0,4000.0,5
Hyundai,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,111.8,4000.0,9
Maruti,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,113.0,4200.0,6
Hyundai,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,111.8,4000.0,11
Maruti,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,114.0,4000.0,10
Maruti,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,114.0,4000.0,10
Mahindra,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195.0,1400.0,8
Hyundai,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5.0,154.9,4200.0,8
Hyundai,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,114.73,4000.0,7
Maruti,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,113.0,4200.0,3
Hyundai,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,111.72000000000001,4000.0,12
Maruti,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62.0,3000.0,17
Maruti,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,190.0,2000.0,5
Maruti,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,114.0,4000.0,8
Hyundai,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,160.0,1500.0,7
Maruti,215000,70000,Petrol,Individual,Manual,Second Owner,,,,,,,12
Maruti,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,114.0,4000.0,8
Chevrolet,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,108.0,4400.0,10
Tata,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,114.0,3500.0,4
Maruti,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,59.0,2500.0,16
Honda,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,200.0,1750.0,5
Honda,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,200.0,1750.0,5
Maruti,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,130.0,4000.0,9
Nissan,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,248.0,2250.0,8
Honda,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,145.0,4600.0,8
Mahindra,300000,10000,Diesel,Individual,Manual,Third Owner,,,,,,,39
Renault,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72.0,4386.0,6
Toyota,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,200.0,1200.0,9
Maruti,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90.0,3500.0,5
Hyundai,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,219.7,1500.0,4
Tata,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114.0,3500.0,5
Hyundai,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750.0,4
Maruti,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,115.0,4000.0,6
Maruti,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,112.7,4500.0,11
Maruti,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,114.0,4000.0,10
Maruti,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,113.0,4200.0,8
Hyundai,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,111.72000000000001,4000.0,12
Maruti,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,78.0,4500.0,19
Maruti,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,90.0,3500.0,5
Toyota,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,199.92,1400.0,15
Maruti,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,190.0,2000.0,11
Nissan,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,160.0,2000.0,11
Maruti,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,78.0,4500.0,20
Hyundai,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5.0,154.9,4200.0,9
Maruti,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,90.0,3500.0,15
Hyundai,85000,60000,Petrol,Individual,Manual,Second Owner,,,,,,,17
Maruti,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,62.0,3000.0,17
Maruti,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,190.0,2000.0,11
Maruti,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,90.0,3500.0,12
Maruti,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,200.0,1750.0,9
Maruti,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,190.0,2000.0,14
Nissan,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,160.0,2000.0,11
Maruti,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,90.0,3500.0,17
Ford,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,12
Mahindra,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5.0,200.0,2000.0,3
Hyundai,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,259.9,1900.0,5
Maruti,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,4
Datsun,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5.0,104.0,4000.0,6
Hyundai,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,114.0,4000.0,7
Toyota,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7.0,420.0,1400.0,4
Renault,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5.0,72.0,4386.0,4
Honda,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,109.0,4500.0,10
Volkswagen,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,110.0,3750.0,3
Nissan,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5.0,134.0,4000.0,10
Toyota,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5.0,170.0,1800.0,9
Hyundai,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,111.8,4000.0,13
Renault,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,200.0,1900.0,8
Mahindra,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,330.0,1600.0,10
Toyota,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,199.92,1400.0,14
Tata,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0,100.0,2700.0,11
Hyundai,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5.0,177.5,4700.0,9
Mercedes-Benz,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,400.0,1400.0,9
Tata,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4.0,51.0,4000.0,10
Nissan,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,160.0,2000.0,9
Maruti,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,90.0,3500.0,17
Maruti,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,190.0,2000.0,6
Hyundai,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0,111.7,4000.0,12
Renault,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,72.0,4386.0,6
Volkswagen,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5.0,250.0,1250.0,6
Jaguar,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430.0,1750.0,5
Lexus,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202.0,3600.0,3
Jaguar,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430.0,1750.0,5
Tata,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320.0,1500.0,7
Volvo,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400.0,,3
Toyota,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213.0,4500.0,6
Maruti,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90.0,3500.0,9
Maruti,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,4
Honda,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110.0,4800.0,6
Toyota,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200.0,1200.0,9
Maruti,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,3
Toyota,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132.0,3000.0,5
Maruti,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,4
Hyundai,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750.0,5
BMW,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
BMW,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
Honda,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,3
Skoda,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153.0,3800.0,6
Volvo,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350.0,1500.0,4
Hyundai,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0,111.7,4000.0,12
Toyota,265000,162000,Diesel,Individual,Manual,Third Owner,,,,,,,10
Honda,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5.0,218.0,4200.0,13
Maruti,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,190.0,2000.0,7
Hyundai,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,259.8,1900.0,8
Toyota,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,199.92,1400.0,17
Maruti,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,200.0,1750.0,10
Hyundai,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,146.02,3000.0,13
Hyundai,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,235.20000000000002,1900.0,13
Maruti,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,69.0,3500.0,6
Honda,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,145.0,4600.0,4
Maruti,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5.0,190.0,2000.0,5
Tata,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,132.3,2500.0,10
Maruti,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196.0,61.7,5.0,85.0,3000.0,2
Maruti,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,90.0,3500.0,8
Mahindra,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,330.0,1600.0,6
Maruti,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,90.0,3500.0,12
Hyundai,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,74.5,4000.0,9
Tata,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114.0,3500.0,4
Maruti,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5.0,101.0,3000.0,9
Jaguar,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430.0,1750.0,5
Lexus,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202.0,3600.0,3
Jaguar,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430.0,1750.0,5
Tata,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320.0,1500.0,7
Volvo,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400.0,,3
Toyota,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213.0,4500.0,6
Maruti,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90.0,3500.0,9
Maruti,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,4
Honda,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110.0,4800.0,6
Toyota,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200.0,1200.0,9
Maruti,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,3
Toyota,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132.0,3000.0,5
Maruti,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,4
Hyundai,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750.0,5
BMW,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
BMW,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400.0,1750.0,3
Honda,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,3
Skoda,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153.0,3800.0,6
Volvo,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350.0,1500.0,4
Honda,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5.0,160.0,1750.0,3
Hyundai,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,219.7,1500.0,5
Maruti,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62.0,3000.0,12
Hyundai,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,5.0,180.4,1750.0,7
Toyota,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,200.0,1400.0,7
Toyota,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0,170.0,1800.0,9
Maruti,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190.0,2000.0,5
Toyota,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,199.92,1400.0,14
Nissan,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5.0,160.0,2000.0,11
Maruti,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,59.0,2500.0,13
Maruti,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,190.0,2000.0,9
Volkswagen,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,230.0,1500.0,7
Mahindra,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5.0,160.0,2000.0,11
Maruti,81000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,59.0,2500.0,18
Maruti,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,190.0,2000.0,6
Hyundai,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5.0,113.75,4000.0,7
Maruti,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,59.0,2500.0,12
Maruti,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,90.0,3500.0,8
Ford,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,160.0,2000.0,7
Tata,390000,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,320.0,1700.0,10
Ford,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,112.0,4000.0,6
Maruti,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,90.0,3500.0,8
Hyundai,800000,25000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,151.0,4850.0,6
Maruti,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,113.0,4200.0,3
Tata,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,400.0,1750.0,4
Ford,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,1750.0,4
Hyundai,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0,219.66,1500.0,7
Hyundai,525000,120000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,219.7,1500.0,10
Honda,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5.0,160.0,1750.0,3
Mahindra,375000,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195.0,1400.0,7
Nissan,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,200.0,1900.0,7
Maruti,434999,50000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5.0,115.0,4000.0,7
Datsun,350000,2136,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,91.0,4250.0,2
Toyota,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,200.0,1400.0,10
Hyundai,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,114.7,4000.0,7
Toyota,1050000,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,200.0,1400.0,7
Maruti,735000,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,190.0,2000.0,5
Renault,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,5.0,245.0,1750.0,4
Chevrolet,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,172.5,1750.0,6
Maruti,800000,60000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,200.0,1750.0,5
Toyota,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7.0,360.0,1400.0,7
Maruti,600000,147000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,190.0,2000.0,6
Toyota,1900000,130000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7.0,360.0,1400.0,7
Chevrolet,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,7.0,320.0,2000.0,11
Tata,200000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,135.0,2500.0,11
Nissan,370000,35000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,104.0,4000.0,6
Hyundai,260000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,235.20000000000002,1900.0,12
Mahindra,280000,100000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,190.0,1750.0,6
